,Valence Evaluation,Equality,Formality and Regulation,Concreteness,Goods Exchange,Coercion,Activeness,Activity Intensity,Communal Sharing,Uniqueness,Service Exchange,Importance for society,Endurance,Trust,Socioemotional,Expected Reciprocity,Love Expression,Generation Gap,Importance for individuals,Synchronicity,Attachment,Intimacy,Strategic,Information Exchange,Mating,Affiliation Coalition,Male Evaluation,Spatial Distance,Visibility,Money Exchange,Conflict,Negotiation,Occupational,Morality,Female Evaluation
将领-士兵,72.22222222222223,14.22222222222222,83.55555555555556,47.888888888888886,30.666666666666668,51.44444444444444,29.77777777777778,66.22222222222223,39.44444444444444,14.666666666666666,65.88888888888889,93.11111111111111,47.22222222222222,85.55555555555556,33.55555555555556,38.0,32.77777777777778,66.88888888888889,66.22222222222223,85.33333333333333,53.55555555555556,35.111111111111114,80.88888888888889,68.33333333333333,2.333333333333333,95.44444444444444,89.0,81.11111111111111,96.55555555555556,21.0,27.11111111111111,34.888888888888886,94.0,83.22222222222223,3.555555555555556
考官-考生,54.3,10.6,93.0,25.4,22.6,25.2,38.4,26.0,29.2,31.4,35.9,81.9,27.0,55.1,16.0,34.8,13.2,75.1,53.8,56.4,35.0,20.1,50.3,30.7,3.4,47.4,82.0,59.1,81.2,21.2,32.8,21.6,78.4,81.1,4.6
老师-家长,76.875,47.5,73.5,28.375,52.5,23.5,59.25,41.125,46.375,28.75,69.25,65.75,37.25,64.25,17.625,54.875,31.375,27.125,44.375,51.125,21.125,16.875,55.75,64.375,5.0,68.125,34.125,45.25,88.125,44.375,19.875,67.25,82.75,81.0,7.5
同乡之间,75.1,72.4,28.5,33.6,32.7,11.4,53.3,43.0,47.4,22.0,27.0,48.4,78.4,52.8,63.5,52.8,50.8,27.7,53.5,40.6,53.6,52.3,36.4,63.4,13.9,56.3,30.9,51.5,78.2,27.7,30.1,61.6,13.3,63.2,16.3
邻里之间,67.4,82.0,26.8,35.5,42.6,12.1,61.5,62.8,42.8,25.8,25.2,52.8,51.1,53.3,64.9,70.0,50.5,31.1,47.4,42.4,59.0,47.1,36.3,60.3,11.0,56.3,19.8,81.8,88.2,29.1,42.0,61.1,7.6,62.4,19.8
旅途同行人之间,73.25,84.25,14.375,57.25,33.75,15.125,54.875,39.625,69.375,20.375,39.0,14.5,20.875,47.875,46.625,85.375,18.0,16.625,23.75,72.375,35.5,33.5,45.625,62.25,5.125,68.75,31.5,61.25,74.625,26.0,11.625,66.875,17.25,62.625,9.625
卖家-买家,70.88888888888889,73.11111111111111,69.44444444444444,84.11111111111111,99.0,19.55555555555556,75.22222222222223,15.555555555555555,2.7777777777777777,10.666666666666666,83.11111111111111,62.77777777777778,5.888888888888889,37.44444444444444,2.111111111111111,71.55555555555556,3.2222222222222223,18.55555555555556,25.77777777777778,73.22222222222223,17.444444444444443,4.222222222222222,83.33333333333333,45.0,5.111111111111111,36.0,18.444444444444443,87.77777777777777,88.11111111111111,98.0,37.888888888888886,88.88888888888889,78.55555555555556,63.888888888888886,14.333333333333334
路人之间,65.55555555555556,74.0,14.88888888888889,25.0,13.11111111111111,6.444444444444445,27.0,1.2222222222222223,51.44444444444444,1.1111111111111112,4.555555555555555,18.0,1.3333333333333333,3.888888888888889,20.0,32.666666666666664,3.0,21.0,2.555555555555556,27.11111111111111,3.555555555555556,2.888888888888889,15.0,4.666666666666667,2.111111111111111,2.0,15.77777777777778,58.22222222222222,80.88888888888889,9.666666666666666,4.666666666666667,42.66666666666666,4.888888888888889,69.77777777777777,15.77777777777778
狐朋狗友之间,72.44444444444444,92.33333333333331,3.7777777777777777,58.22222222222222,54.888888888888886,21.444444444444443,81.11111111111111,51.55555555555556,45.66666666666666,42.44444444444444,14.11111111111111,5.0,31.88888888888889,54.22222222222222,56.333333333333336,57.44444444444444,49.333333333333336,5.333333333333333,33.77777777777778,64.88888888888889,39.77777777777778,54.22222222222222,49.66666666666666,71.11111111111111,7.111111111111111,68.88888888888889,49.888888888888886,84.88888888888889,27.22222222222222,56.11111111111112,27.444444444444443,70.0,14.22222222222222,4.555555555555555,11.666666666666666
普通朋友之间,74.0,71.25,19.125,45.375,23.0,17.5,61.625,48.875,46.625,28.375,44.125,23.75,57.0,54.0,60.125,46.125,49.375,20.125,41.125,39.875,39.875,44.625,35.25,43.875,14.625,44.625,38.0,46.875,56.5,30.0,21.0,60.625,22.375,56.625,18.625
故旧朋友之间,83.875,86.0,20.25,22.375,25.75,20.75,74.75,69.0,70.25,68.25,54.25,28.125,84.25,76.125,71.125,51.0,72.75,16.25,75.5,58.75,72.75,69.625,24.5,77.25,17.625,62.75,44.0,58.25,29.875,13.25,14.625,70.625,9.25,75.5,21.375
挚友之间,92.3,94.6,7.7,12.6,16.3,6.2,95.1,93.4,91.1,85.1,7.0,28.8,87.7,92.0,93.3,37.8,86.4,6.8,81.5,69.1,85.7,87.5,7.8,82.5,13.7,77.5,29.0,72.6,61.3,15.0,9.0,59.3,6.7,89.4,20.7
知己之间,98.88888888888889,88.0,5.777777777777778,19.77777777777778,6.222222222222222,0.8888888888888888,89.11111111111111,91.11111111111111,95.33333333333331,87.66666666666667,33.111111111111114,50.22222222222222,89.66666666666667,98.44444444444444,95.22222222222224,30.77777777777778,89.44444444444444,17.11111111111111,74.88888888888889,82.77777777777777,87.77777777777777,85.0,6.888888888888889,93.33333333333331,1.7777777777777777,77.22222222222223,22.22222222222222,79.33333333333333,69.55555555555556,7.222222222222222,3.7777777777777777,61.55555555555556,3.0,85.33333333333333,14.77777777777778
乞丐-路人,64.25,24.125,26.25,84.25,66.0,29.75,27.625,7.375,20.625,18.125,57.625,22.375,5.625,29.5,42.25,16.125,33.5,29.375,10.625,35.0,12.375,8.0,54.375,9.875,4.625,19.75,19.375,51.0,74.625,82.125,15.375,28.5,14.0,66.625,14.875
前任官员-现任官员,61.77777777777778,52.11111111111112,81.44444444444444,46.888888888888886,23.666666666666668,35.22222222222222,59.333333333333336,20.444444444444443,28.22222222222222,36.66666666666666,33.111111111111114,62.0,45.0,51.22222222222222,7.777777777777778,60.0,10.22222222222222,45.0,25.11111111111111,39.0,15.77777777777778,7.777777777777778,73.66666666666667,66.77777777777777,3.555555555555556,47.77777777777778,72.11111111111111,44.888888888888886,80.33333333333333,32.77777777777778,29.88888888888889,40.888888888888886,96.0,65.88888888888889,7.444444444444445
牢头-囚犯,18.77777777777778,8.0,88.77777777777777,66.66666666666667,22.77777777777778,70.77777777777777,31.11111111111111,36.44444444444444,17.444444444444443,12.444444444444445,24.11111111111111,44.333333333333336,17.444444444444443,4.555555555555555,3.111111111111111,17.88888888888889,1.7777777777777777,30.22222222222222,14.666666666666666,48.333333333333336,5.666666666666667,2.7777777777777777,59.66666666666666,22.22222222222222,1.6666666666666667,2.888888888888889,25.22222222222222,80.44444444444444,68.77777777777777,23.22222222222222,64.77777777777777,8.444444444444445,87.44444444444444,50.77777777777778,10.0
原告-被告,3.555555555555556,76.55555555555556,97.44444444444444,50.22222222222222,19.88888888888889,49.333333333333336,30.33333333333333,16.555555555555557,19.33333333333333,59.44444444444444,3.4444444444444446,59.0,15.444444444444445,9.666666666666666,8.333333333333334,3.555555555555556,1.6666666666666667,18.33333333333333,22.88888888888889,78.11111111111111,2.888888888888889,4.111111111111111,87.33333333333333,18.22222222222222,3.111111111111111,3.0,24.33333333333333,75.55555555555556,82.88888888888889,26.88888888888889,91.44444444444444,60.0,28.33333333333333,35.111111111111114,17.22222222222222
妻子和外妇（非妾）之间,20.875,11.0,41.75,36.25,23.75,42.875,27.25,30.0,33.375,57.625,26.125,23.5,54.125,24.75,27.75,28.125,11.625,20.875,18.0,23.0,19.75,14.375,66.625,25.0,40.125,40.875,5.0,55.5,18.75,17.125,72.75,34.25,18.25,25.5,94.875
丈夫-外妇,83.77777777777777,20.22222222222222,22.55555555555556,75.55555555555556,25.22222222222222,26.666666666666668,86.44444444444444,61.333333333333336,25.666666666666668,60.66666666666666,68.66666666666667,9.666666666666666,51.22222222222222,56.55555555555556,64.55555555555556,26.11111111111111,63.22222222222222,18.444444444444443,45.888888888888886,71.88888888888889,70.55555555555556,78.55555555555556,36.0,62.66666666666666,87.55555555555556,54.888888888888886,10.11111111111111,87.55555555555556,4.555555555555555,55.77777777777778,12.0,28.88888888888889,16.22222222222222,10.333333333333334,27.77777777777778
远亲之间,63.5,48.4,32.3,36.4,16.2,13.4,44.4,25.7,38.5,47.9,21.1,20.2,67.7,46.7,61.1,40.2,41.6,36.2,34.6,18.0,35.5,35.9,33.5,41.3,16.0,40.0,21.8,17.9,66.1,28.2,21.5,47.5,6.3,54.0,19.3
岳父岳母-女婿,72.6,14.6,25.3,34.7,31.1,24.9,73.2,60.6,56.3,65.8,21.5,40.2,77.9,77.6,78.9,41.0,64.5,84.4,74.6,36.8,62.5,46.3,36.6,66.7,31.7,67.4,12.6,69.2,75.2,38.2,36.3,58.1,5.8,71.3,19.9
同袍（战友）之间,90.125,83.625,27.625,33.875,6.375,11.75,63.25,87.75,72.25,26.375,32.125,71.25,71.875,81.25,81.25,61.125,67.5,14.125,71.125,89.0,74.25,79.125,23.5,66.625,5.375,89.5,91.125,80.25,93.0,10.625,16.625,71.625,66.0,95.25,4.375
官民之间,50.75,8.5,73.625,55.125,44.5,55.875,53.125,33.5,33.0,13.25,55.875,79.5,60.5,37.0,24.625,61.125,38.625,35.5,49.0,46.125,38.875,25.875,68.875,46.625,13.625,47.625,34.375,55.75,82.0,60.5,55.5,31.75,76.25,60.0,10.625
敌对朋党之间,8.5,64.375,70.375,17.375,23.125,73.0,48.375,55.5,21.125,33.125,18.625,64.125,61.5,8.125,22.25,17.5,8.75,26.75,34.5,36.75,7.375,7.875,83.0,28.875,7.125,6.5,76.5,48.25,71.5,31.625,89.375,20.875,68.25,37.625,4.75
同盟朋党之间,80.5,71.75,62.0,55.625,29.5,16.375,88.125,78.0,46.25,59.5,65.875,74.625,70.25,73.5,49.25,68.25,50.625,28.75,72.75,77.625,66.375,50.875,71.75,82.375,15.125,94.625,69.875,67.25,70.25,41.75,16.75,83.375,72.0,71.375,17.875
掮客-客户,70.0,45.375,76.875,83.0,82.625,32.625,71.25,40.625,27.75,24.875,83.625,45.0,32.0,54.125,9.125,82.75,13.625,32.125,51.375,65.625,17.75,16.375,84.375,72.625,9.125,62.5,47.625,62.5,73.25,86.75,28.375,74.25,83.0,54.125,11.875
忠臣-逆贼,9.5,39.0,56.625,29.25,10.375,79.625,59.5,28.5,23.5,44.75,13.5,69.125,38.25,9.875,16.375,16.875,5.75,32.25,22.25,34.375,7.125,7.875,82.25,39.125,5.5,17.125,68.375,33.625,79.0,17.625,88.0,18.5,59.0,56.0,12.25
主人-客人,70.25,51.75,47.5,60.0,35.0,27.375,74.125,46.875,49.625,23.75,68.125,35.625,21.75,68.0,62.375,59.25,51.25,28.25,33.5,71.625,35.0,43.625,54.0,40.5,8.375,61.375,44.875,60.875,67.875,37.625,16.875,68.625,36.75,76.875,11.0
主人-奴婢,68.25,3.5,76.75,89.125,85.625,86.75,33.375,81.75,15.875,39.75,92.0,42.0,66.375,68.25,31.75,44.75,9.25,58.875,56.25,55.375,45.75,43.75,77.25,43.125,29.5,69.875,9.875,85.5,45.0,73.5,37.375,22.0,78.75,56.875,17.75
奶妈-家长,81.0,27.0,52.125,72.25,78.125,42.375,67.75,78.5,28.5,42.75,84.625,29.125,54.875,58.625,33.5,78.75,24.25,41.25,47.375,56.25,43.375,36.625,58.625,56.0,27.375,59.25,10.5,89.375,51.625,72.375,26.75,33.75,80.25,61.0,19.875
奶妈-小孩,90.55555555555556,28.88888888888889,17.333333333333332,64.33333333333333,22.33333333333333,14.666666666666666,55.888888888888886,78.77777777777777,56.11111111111112,67.77777777777777,80.33333333333333,34.333333333333336,69.77777777777777,76.22222222222223,81.22222222222223,26.55555555555556,76.11111111111111,81.11111111111111,58.77777777777778,61.77777777777778,78.88888888888889,70.77777777777777,14.555555555555555,50.0,31.22222222222222,61.22222222222222,7.666666666666667,93.22222222222224,62.333333333333336,31.11111111111111,7.555555555555555,33.44444444444444,58.333333333333336,78.22222222222223,32.888888888888886
正职-副职,59.5,10.875,81.875,45.125,25.125,44.375,55.875,67.375,34.125,34.5,67.25,58.25,54.25,53.875,9.75,66.625,14.125,52.75,45.875,71.5,27.375,20.75,76.375,72.625,5.25,68.25,72.875,82.375,81.0,66.125,36.125,41.5,86.75,65.125,17.25
教首(教主)-教徒,85.875,5.875,79.875,29.0,51.25,60.125,69.625,61.625,33.5,19.25,69.0,77.875,74.75,87.375,60.5,31.25,40.5,71.375,66.0,75.0,50.5,47.25,52.0,72.125,7.875,89.25,27.875,60.375,79.25,27.375,14.375,36.375,55.75,78.75,5.125
祖先-后代,96.44444444444444,4.0,34.0,13.88888888888889,7.888888888888889,11.666666666666666,81.22222222222223,46.22222222222222,79.0,67.22222222222223,59.11111111111112,83.44444444444444,96.66666666666669,85.66666666666667,77.88888888888889,13.555555555555555,88.22222222222223,98.33333333333331,85.55555555555556,11.555555555555555,69.77777777777777,45.11111111111112,13.666666666666666,51.11111111111112,74.22222222222223,76.11111111111111,37.55555555555556,44.11111111111112,89.66666666666667,5.888888888888889,6.222222222222222,14.22222222222222,14.333333333333334,85.88888888888889,15.333333333333334
保长(坊长)-居民,71.875,8.125,79.0,68.625,38.5,49.875,31.875,36.5,28.75,29.375,70.25,81.5,59.625,67.5,19.625,44.125,25.375,51.75,48.25,67.375,24.5,20.125,66.5,61.5,6.5,71.5,16.625,62.375,93.75,44.5,35.625,52.875,84.5,74.0,15.375
远房表兄弟姐妹之间,65.2,70.6,34.6,23.7,16.4,10.3,44.3,29.3,40.4,59.8,20.2,19.7,71.9,49.4,68.7,42.0,46.2,8.7,32.5,23.8,45.8,49.4,25.6,44.6,28.4,43.3,21.2,24.8,67.3,21.5,21.7,52.0,5.8,58.4,25.9
君臣之间,59.0,1.0,77.77777777777777,37.11111111111112,22.444444444444443,72.88888888888889,61.0,78.33333333333333,35.111111111111114,59.22222222222222,88.88888888888889,99.11111111111111,87.33333333333333,70.44444444444444,31.11111111111111,41.888888888888886,35.55555555555556,61.44444444444444,74.66666666666667,78.88888888888889,50.888888888888886,27.444444444444443,69.0,84.77777777777777,1.4444444444444444,75.22222222222223,93.88888888888889,61.66666666666666,96.33333333333331,31.0,32.22222222222222,48.22222222222222,86.66666666666667,88.0,3.2222222222222223
债主-欠债人,13.0,30.11111111111111,63.0,88.0,77.66666666666667,63.0,39.44444444444444,15.555555555555555,2.555555555555556,24.0,44.11111111111112,30.77777777777778,14.88888888888889,19.666666666666668,2.888888888888889,33.333333333333336,1.5555555555555556,22.88888888888889,18.55555555555556,42.77777777777778,6.888888888888889,3.111111111111111,79.44444444444444,20.77777777777778,1.6666666666666667,9.444444444444445,24.444444444444443,54.22222222222222,77.11111111111111,98.77777777777776,87.77777777777777,59.0,32.111111111111114,17.11111111111111,14.444444444444445
亲家之间,75.3,78.6,32.7,43.2,44.1,19.0,79.1,61.9,53.3,74.5,16.1,38.3,82.9,73.0,75.8,50.8,62.3,6.8,65.0,50.0,64.1,56.7,38.8,68.0,45.1,64.4,17.3,63.5,74.8,38.8,35.2,69.2,8.2,71.2,21.3
讼师(状师)-司法人员,60.1,35.6,95.1,73.7,66.5,29.9,66.1,28.3,17.1,42.8,69.4,68.0,18.7,51.4,7.8,62.6,7.1,48.4,35.2,64.6,18.8,11.6,83.2,62.2,2.6,52.1,79.5,63.7,88.2,47.8,56.3,52.3,93.5,57.9,7.7
讼师(状师)-委托人,71.9,43.5,91.6,72.6,75.8,24.6,66.9,32.3,19.6,46.6,83.0,62.1,23.7,56.7,6.9,61.3,9.3,38.1,43.6,59.8,22.6,14.1,78.5,71.5,3.0,78.6,58.4,72.9,82.6,82.1,27.5,62.7,85.4,55.7,7.1
捕快-百姓,54.5,10.625,60.875,52.5,37.625,48.5,58.125,39.5,20.125,17.625,57.25,66.375,45.625,38.875,15.25,45.375,20.875,33.375,49.875,41.875,33.75,18.875,68.625,43.5,8.375,41.125,37.375,70.625,84.0,40.875,52.0,22.5,75.125,53.375,12.625
嫌犯-捕快,5.666666666666667,44.333333333333336,79.77777777777777,82.88888888888889,32.111111111111114,73.55555555555556,15.77777777777778,14.22222222222222,6.0,10.444444444444445,1.8888888888888888,84.11111111111111,8.88888888888889,0.6666666666666666,4.333333333333333,4.333333333333333,1.7777777777777777,8.333333333333334,24.33333333333333,82.33333333333333,3.555555555555556,1.8888888888888888,92.55555555555556,2.555555555555556,1.0,1.8888888888888888,41.55555555555556,65.77777777777777,87.0,8.777777777777779,92.0,2.888888888888889,98.55555555555556,38.55555555555556,9.333333333333334
罪犯-人质,2.6666666666666665,27.11111111111111,52.11111111111112,65.88888888888889,28.444444444444443,97.33333333333331,5.444444444444445,7.111111111111111,17.666666666666668,46.0,3.4444444444444446,26.11111111111111,2.4444444444444446,3.888888888888889,22.77777777777778,3.4444444444444446,1.5555555555555556,18.11111111111111,15.22222222222222,81.66666666666667,11.333333333333334,2.0,61.77777777777778,3.2222222222222223,2.0,1.8888888888888888,16.444444444444443,72.66666666666667,70.33333333333333,41.0,90.55555555555556,2.7777777777777777,29.0,7.0,20.22222222222222
罪犯-被害人亲属,1.8888888888888888,42.22222222222222,53.55555555555556,30.22222222222222,21.33333333333333,72.0,26.77777777777778,10.77777777777778,27.88888888888889,41.66666666666666,2.7777777777777777,45.888888888888886,36.11111111111112,3.4444444444444446,34.0,2.888888888888889,2.0,17.22222222222222,12.11111111111111,32.0,2.7777777777777777,2.333333333333333,59.0,4.666666666666667,1.8888888888888888,2.333333333333333,16.333333333333332,54.333333333333336,69.66666666666667,31.33333333333333,94.11111111111111,4.222222222222222,9.11111111111111,18.77777777777778,18.11111111111111
罪犯-旁观者,29.375,31.875,33.375,24.875,25.0,47.125,22.125,16.75,34.875,26.25,17.625,41.875,13.0,16.0,37.0,21.375,9.375,29.125,20.625,33.875,9.75,9.0,36.5,24.0,6.375,17.5,34.125,64.875,64.5,22.625,46.5,5.375,22.625,23.375,16.625
小偷-失主,4.555555555555555,65.88888888888889,27.666666666666668,66.55555555555556,68.66666666666667,71.44444444444444,15.444444444444445,3.888888888888889,8.222222222222221,3.7777777777777777,2.7777777777777777,45.22222222222222,2.888888888888889,0.8888888888888888,2.2222222222222223,3.111111111111111,1.3333333333333333,10.77777777777778,19.88888888888889,81.22222222222223,3.4444444444444446,2.4444444444444446,92.33333333333331,2.7777777777777777,2.0,3.0,8.222222222222221,72.55555555555556,26.444444444444443,90.77777777777776,85.66666666666667,2.555555555555556,35.0,7.333333333333333,8.444444444444445
罪犯-受害人,0.6666666666666666,47.77777777777778,40.77777777777778,69.66666666666667,46.0,91.0,13.77777777777778,11.666666666666666,3.7777777777777777,15.11111111111111,11.555555555555555,51.11111111111112,9.555555555555555,1.0,8.88888888888889,1.6666666666666667,1.0,6.666666666666667,22.55555555555556,80.88888888888889,2.6666666666666665,2.0,85.0,2.333333333333333,8.0,2.0,5.666666666666667,70.55555555555556,22.33333333333333,46.11111111111112,98.55555555555556,3.111111111111111,25.444444444444443,3.4444444444444446,6.0
司法人员-监察人员,59.333333333333336,43.22222222222222,91.55555555555556,24.77777777777778,5.777777777777778,31.0,48.22222222222222,34.77777777777778,53.11111111111112,27.22222222222222,6.555555555555555,95.33333333333331,43.333333333333336,61.66666666666666,15.444444444444445,47.888888888888886,8.666666666666666,13.88888888888889,31.33333333333333,65.88888888888889,7.777777777777778,12.0,83.22222222222223,64.44444444444444,2.2222222222222223,48.66666666666666,92.11111111111111,63.22222222222222,91.11111111111111,13.0,52.0,43.22222222222222,99.44444444444444,86.66666666666667,7.888888888888889
犯罪同伙之间,69.55555555555556,83.33333333333333,13.666666666666666,79.66666666666667,83.44444444444444,45.77777777777778,88.55555555555556,52.888888888888886,45.888888888888886,38.55555555555556,42.66666666666666,27.0,24.22222222222222,48.0,13.333333333333334,63.888888888888886,14.88888888888889,9.0,50.333333333333336,90.33333333333331,19.11111111111111,22.666666666666668,91.44444444444444,66.44444444444444,8.0,94.0,34.333333333333336,61.888888888888886,18.444444444444443,81.44444444444444,46.22222222222222,86.11111111111111,42.11111111111112,2.555555555555556,15.555555555555555
赌徒之间,22.4,65.9,29.3,86.0,72.8,38.4,42.9,17.3,5.2,19.4,23.0,13.1,10.1,6.4,20.0,60.2,4.3,14.8,13.6,60.4,17.2,14.0,73.3,34.3,3.0,32.9,61.9,55.2,39.6,83.5,84.3,43.7,29.4,6.6,9.8
作家-读者,88.44444444444444,72.22222222222223,22.0,15.11111111111111,43.0,7.111111111111111,65.88888888888889,33.55555555555556,38.888888888888886,24.444444444444443,63.888888888888886,42.66666666666666,40.0,54.11111111111112,45.55555555555556,28.444444444444443,27.444444444444443,29.11111111111111,27.666666666666668,41.0,31.11111111111111,13.88888888888889,32.22222222222222,57.11111111111112,2.111111111111111,39.888888888888886,28.77777777777778,32.333333333333336,77.44444444444444,47.55555555555556,13.444444444444445,45.55555555555556,74.11111111111111,76.55555555555556,14.11111111111111
作家-评论家,66.25,56.0,45.125,13.625,30.875,19.125,77.25,40.625,46.5,29.125,62.375,49.0,44.375,49.5,36.5,54.0,23.25,32.875,50.0,48.875,39.75,34.625,44.75,68.875,6.375,46.75,44.375,33.625,74.75,33.0,42.75,50.0,56.375,58.875,21.25
