,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,cl_k2,cl_k3,cl_k4,cl_k5
judge and lawyer,-0.0996810342203949,-1.06387748643263,-0.4885999791296723,-1.2125299797463611,1.3685969658319574,-0.8358878116907283,1.4655874492037624,-1.0901342650005907,-0.7214518607792249,1.4122857879669997,1.2585860010680867,-0.8063542719738268,-1.0737307619407606,0.9924455536970224,-0.0297159529012189,-1.1483573395216908,0.2024710428729542,-1.0329534477431244,-0.5217266845706791,0.3243509180619778,2.483352177089553,0.118694945646133,2.130660857230017,-0.7747787212109517,-0.1264073575299517,1.2964935680073622,1.2910644463172838,-1.108280435823782,0.442853757507108,0.3633059276963808,0,2,0,1
victim and criminal,-2.200285085264616,-0.9965495941030958,-1.079984055757418,-0.6689490685963915,-0.4717211491042387,-0.9099653967530356,-0.354286198938319,-1.1619927384736826,-1.312843671806308,0.5054211774185503,0.6733890369381254,-0.1372303467927302,-1.1190430721428948,-2.1980157195937484,0.3226281473713546,0.1390646208279857,-0.55210453729366,-1.0353114503588592,-0.3010652808246243,2.6483063639691764,-1.2450351706537326,2.50571742773691,-0.6423549136475769,-0.3250133522403438,-2.1038896886831626,-0.5978832528892778,0.4327751781181964,-1.5307279233047608,0.9249853871524928,0.3547758564465688,0,0,2,3
criminal and hostage,-2.2856971940745456,-1.2062278873579306,-1.1453774873076017,-0.9910710900185958,0.1445714289209061,-0.8989909397067679,-0.4621953735877692,-1.2316736824475896,-1.6605601532898244,0.8617771896936863,0.5846387864539606,0.3013550831579046,-1.1303711496934283,-2.0510650979989844,0.6089077288428205,0.0284885015341484,-0.4077104447926412,-0.999941411122838,-0.5528456004835842,2.639966810933624,1.0454066435246496,2.7134235339429345,-1.2515214509158352,-0.5912010195902955,-1.822197048917748,-0.3218454875586245,0.8087514504708939,-1.551086838364085,0.9835621272028656,1.0826752697638329,0,0,2,3
defendant and plaintiff,-2.0881816924515824,0.1326353429665195,-0.9463539999809562,-1.1700277685864873,1.1802853447687192,-0.8880164826605002,1.1564422461539858,-1.0727140290071142,-0.4202801051635808,1.18372641457674,0.498661981297426,0.4812875672402162,-1.1190430721428948,-0.924443665772458,0.7459304345043769,-1.1878488106980614,-0.4426444994299846,-1.0353114503588592,-0.5245556769263977,1.967242866065751,2.5415547344005134,1.2626762690577773,1.151509735976742,-0.1444952789800317,-1.889803282461448,0.3529134943607501,1.2682780055686351,-1.5638111602761628,0.8664086471021188,0.6362682076903543,0,0,2,3
police officer and offender,-2.032129996045066,-1.2043042332913727,-1.043022550968184,-1.1208146819803173,1.0904093438067188,-0.8605803400448307,0.523569519155858,-1.2469163889418815,-1.479857099920438,0.9183026261235352,0.6317873570236732,-1.509215537920357,-1.0759963774508674,-1.2118137702244416,-0.37227271705511,-1.1838996635804242,0.1232871856949761,-0.9598553666553472,-0.2529724107774073,2.603828747779565,-0.0467472260163127,3.093685482227811,1.0805025935957795,-0.7961961197333616,-2.1433266582503205,1.202676811162957,1.0214248974582785,-1.299145264504947,0.1454641541744415,0.7926528472702353,0,0,2,3
police officer and civilian,-0.7536174922964233,-1.017709788835235,-1.61166108618717,-1.0872603047488374,0.9149371514523372,-0.8166825118597597,1.5793295522126427,-1.0422286160185297,-1.4250985988994116,0.7315229231379468,0.2767863550870141,-1.587935999706368,-1.1484960737742822,-0.7774930441776937,-0.6732333027045999,-1.0851709856394982,0.7148371775539883,-1.3418517904043763,-0.5556745928393029,0.9525972467402396,-1.2758482892301235,1.1092932983210204,1.3607939450995794,-1.2949155424694778,-0.8700759265106464,0.9988057818664614,-1.834475676372314,-0.7112815921669585,-0.2690789292589726,-0.691579550196998,0,0,2,3
parole officer and parolee,-0.9831625347231104,-1.1850676926257917,-0.1104553532090464,-1.1319994743908104,1.353617632338291,-0.8880164826605002,-0.3892837690948974,-1.2490939184410663,-1.5510431512477725,1.267285755386082,0.7732330687328105,-0.2187622536425276,-1.0669339154104405,0.1042106853908918,-0.4530182400342413,-1.061476102933676,0.6659295010617078,-0.8230912149427317,-0.5471876157721469,1.7003771689280822,-0.1665760204800547,2.460980727938689,0.8338462042724358,-0.3647885209248194,-1.6024767899007244,1.177418453551002,0.6872237664781025,-0.7647237441976847,0.2761353435175829,-0.0859444914603682,0,0,2,3
consultant and client,0.7838004662823203,-0.7214670625852849,-0.7274281639216466,-1.1118668480519225,1.2658815361611,-0.8989909397067679,-0.0363916033493978,-1.0727140290071142,-0.5626522078182489,1.5056756394597937,1.5192898618653203,-1.1943336907763114,-0.9831061415364925,1.3973761554248174,1.9913689556067375,0.1390646208279857,1.6929907073995991,-0.9763613849654904,-0.5104107151478045,-0.423429004125865,2.1889157106929304,-0.3766042306913107,0.7329413177310677,-1.071562672164346,0.2341592213697791,1.298297736408216,1.1923232030731408,-1.2457031124742208,0.5194541098806742,0.2353548589492052,0,2,0,1
chef and customer,0.3300486382295662,-0.5291016559294731,-1.2733211577318733,-1.0738385538562458,1.197404583047195,-0.8962473254452009,1.2439361715454318,-1.2338512119467744,-0.4613489809293504,0.5570313585066734,2.07120548206372,-1.461420971835993,-0.8902159056221172,-1.1269089666363556,1.8396652457671572,3.6301106728191335,1.6254515351007357,-1.0164474294329813,-0.5188976922149604,-0.3678319838888506,-0.4233520086166447,-0.5076188515289571,0.6507225212899532,-1.3071540559108548,0.135566797451884,1.267626873593699,0.2694723527528833,-1.6528814136607066,0.753761070082169,0.3888961414458157,0,2,0,4
customer and server,0.1779083194118782,-0.7060778300528199,-1.3131258551972025,-1.1051559726056268,1.101108867730766,-0.8057080548134918,1.2147715297482833,-1.299177096922312,-0.8747756636380983,1.0755907970587677,1.7051106988165403,-1.3883234001775535,-0.9672468329657454,0.0682894223343939,2.1381789973869765,3.1522638715850517,1.5928464174392154,-0.9857933954284294,-0.4425148986105568,-0.2371789863318669,0.0970473273401775,0.0164396318216284,0.9870721430945132,-1.252080745424658,0.0735944167034928,1.3001019048090698,1.0669977789555751,-1.721592751985926,1.1052215103844114,0.9717843435162808,0,2,0,4
doctor and patient,0.7197413846748728,-1.0100151725690028,-0.494286364481862,-0.9552797543050175,1.2808608696547668,-0.8084516690750588,-0.9842424617567316,-1.029163439023422,-0.9295341646591244,0.4144889535966189,1.1171402893589488,-0.9019434041425548,-0.7859975921572087,1.583513609444852,1.438384464901171,0.237793298768912,1.518320434212883,-0.1887885113100838,-0.2529724107774073,-0.3706118349007014,-0.1049497833272732,-0.3957771020334053,2.2353029617914357,0.3481048870353959,0.2059899573932379,1.2441726843825978,0.9644587955866578,-0.627301067547246,1.0421388672532397,0.8751102026850816,0,2,0,1
doctor and nurse,0.733087026676424,-0.8118788037135165,-0.1076121605329512,-0.9865971730543986,0.8614395318320988,-0.890760096922067,0.4156603445064079,-0.3846147072647812,-0.7707345116981484,0.9453365305030286,0.7482720607841393,-0.1794020227495219,-0.8834190590917971,1.2732845194114613,0.0754979103746189,-0.7810866575814457,0.5914035178353755,-0.6179449873738084,-0.530213661637835,-0.63747753203837,-0.4507414473512144,-0.4692731088447679,1.9139022120670777,-0.2638207850334583,0.9609262319645492,1.307318578412486,1.0176271573335038,-0.1081487335344767,0.7087020392741895,0.7414724197713656,0,2,0,1
patient and caretaker,0.807822621885113,-0.983084015637189,0.4013193284880414,-0.5727598538661498,0.8058020074270512,-0.0676758184519847,-1.048404673710459,-0.8462509610919159,-1.12940269338587,0.3456753788124548,1.2863204543443878,0.2535605170735405,0.2289981563705971,0.891212903265074,0.9000809783736279,0.6761486288266242,1.518320434212883,0.6058583701925268,-0.4962657533692112,-0.7041939563227873,-0.4781308860857839,-0.7760390503182815,1.7307785290845952,0.8162280261680696,0.4397948483985316,1.1070558859176982,1.188525462948366,-0.1743152074772807,1.091703801142018,1.0513983418478563,0,2,0,1
driver and passenger,0.4421520310425996,-0.3232706708077545,-1.21361411153388,-0.5503902690451633,0.3414426691233828,-0.7371176982743184,0.3952450952484038,-1.0705364995079294,-0.9103686893017652,-0.0500026761964892,1.1143668440313186,-1.2393168117968894,-1.0329496827588398,-1.3685610999255235,0.8829531401659333,0.0561325313576078,1.2365190601383145,-1.3583578087145198,-0.5443586234164283,-0.6652760421568772,-0.5842649611822411,-0.5012278944149255,0.1798330507635694,-1.441777703766003,-0.2588028982196965,0.7714805633588646,1.0594022987060254,-1.7775797683990675,1.114233316546008,1.1537591968455967,0,2,0,1
coach and athlete,0.8745508318928712,-1.0600301782995136,0.2961211994725288,-0.5794707293124457,0.5361740045410504,-0.5340902429183647,0.9727050028319488,-0.1407314033561064,-0.6119348587371725,1.0264382436415074,0.1935829952581099,-0.227196588833886,-0.5005300378837633,1.1687862996107397,-0.1520576543847514,-0.4493582996999338,1.0571909129999522,0.5940683571138529,-0.5273846692821164,-0.4289887061495664,-0.3685731311475055,-0.3510404022351845,-0.1266188268805849,0.7183199186370526,0.944024673578624,0.8183889417810672,1.3784124691871025,-0.085244954092737,0.6230898807390276,0.6874486351892247,0,2,0,1
team captain and team members,0.9306025282993878,-0.8561228472443532,0.6572066693365853,-0.2394530400334521,0.7373250543131461,-0.5999369851959713,0.7743854386113371,0.2098508460126137,0.0369533783619881,0.5594889861775364,-0.6162630404098932,-0.1287960116013718,0.1225142273955819,1.038163524859838,-0.9350445438793594,-0.536239536287949,0.4260489925519509,0.4832422341743197,-0.5273846692821164,-0.570761107753953,0.4804994696241519,-0.5140098086429886,0.3891172598864066,0.6265310678267246,1.1552941534026853,0.1436299598616925,1.0745932592051246,-0.2735649183914866,0.97455032104127,0.8722668456018111,0,2,0,1
club member and club president,0.6396675326655629,-0.9773130534375146,-0.1388872799699957,-0.7002664873457725,0.7801231500093367,-0.7426049267974522,1.2964325267803,0.0900867235574608,-0.2231495014878863,0.6430483269868786,-0.0366129669351924,-0.2384423690890304,-0.6636543546114463,0.5026101483811417,0.1122004208196786,0.0087427659459634,0.4167332446486594,-0.2052945296202271,-0.5217266845706791,-0.6513767870976237,0.1381314854420318,-0.4564911946167049,-0.1938887512414972,-0.0649449416110808,1.1947311229698432,0.4196677251923459,0.4251796978686471,-0.4822437977495603,0.6771607177086036,0.3121255001975104,0,2,0,1
politician and supporter,0.6156453770627702,-0.9426872802394684,-0.9690995413897155,-1.0313363426963713,0.9063775323130988,-0.8660675685679646,1.2060221372091389,-0.3715495302696736,-1.1074992929774596,1.4147434156378629,0.5402636612118782,-1.301168603200184,-0.9174032917433976,0.0095091736964883,1.330723767595662,-0.812679834522542,0.9267704423538708,-0.5306988905916227,-0.5273846692821164,-0.44288796120882,0.8331384933317353,0.144258774102259,1.6747202587838352,-0.5147103105816887,0.775009089719375,0.7480263741477636,-0.2394248239669299,-0.0343476664444262,-0.6205393695612151,-1.2204439676853225,0,2,0,1
leader and follower,0.4554976730441508,-1.1658311519602105,-0.0081004168696286,-0.3960401337803571,0.741604863882765,-0.4572690435944904,1.2993489909600149,-0.3475967057786431,-1.1649957190495372,0.8322856576433301,-0.8048573226887432,-0.5420784359779315,-0.4665458052321625,0.9206030275840266,-0.364932214966098,-0.4414600054646598,0.7381265473122174,-0.085036396217755,-0.538700638704991,-0.6847349992398322,-0.563722882131314,0.1378678169882275,0.0677165101620493,0.3083297183509203,0.9665600847598572,0.3998218727829525,0.2656746126281087,0.0547225869401174,0.4113124359415221,-0.0120172072953334,0,2,0,1
babysitter and infant,0.5329023966531505,-0.9138324692410968,-0.036532343630578,0.2817582862955316,-0.0095017155853799,-0.097855575329221,-0.7800899691766905,-0.3062236452941358,-1.436050299103617,-0.3252569753331459,0.1935829952581099,0.2338804016270377,0.4147786281993472,-0.1962216965361816,0.095072582611984,-0.4809514766410303,1.1480194550570448,0.5162542707946062,-0.1143517853471934,-0.7375521684649958,-0.909514546155255,-0.7536707004191712,0.4190150040468118,0.3419856303147072,0.155285282235463,-0.0331785434219938,1.1847277228235915,-0.2990135622156419,0.9069617748293004,1.244746623510255,0,2,0,1
religious leader and congregant,0.5302332682528398,-1.1427473031615127,0.2620028873593897,-0.0426006936087716,1.0048131524143376,-0.2597288167616706,1.3489288820151677,-0.0928257543740453,-0.4284938803167345,0.7757602212134811,-0.3305981716639879,-0.7922970466548962,-0.3215464125853332,0.7997769609394428,0.241882624392223,-0.3308838861708226,0.5914035178353755,-0.1251224406852458,-0.2558014031331259,-0.8765447190575317,-1.0567327793535666,0.6139941219835767,0.0191326759013909,0.1094538749285428,1.1468433742097224,0.8111722681776516,0.1441469286353172,0.4135484648607078,-0.3006202508245585,0.3519324993632983,0,2,0,1
prostitute and customer,-0.0222763106113958,-0.5560328128612868,-1.0316497802638045,-0.8881709998420584,0.7779832452245272,1.202617584653509,-1.3633828051196657,-1.3732130998945884,-0.3518319788872978,1.5204214054849718,2.0296038021492677,-0.930057854780416,-0.68857612522262,-1.0354730243107244,2.1944561800694014,1.7621640861768113,1.783819249456692,-0.7452771286234849,1.962128603750296,-0.4595670672799242,1.8431240466689889,0.3615513159793311,-0.3956985243242329,-1.080741557245379,-0.8362728097387967,1.289276894403946,1.2378960845704376,-1.665605735572784,1.1502805411923918,1.0826752697638329,0,2,0,4
guide and tourist,0.4715124434460128,-0.4810103042655202,-1.1453774873076017,-1.0805494293025415,0.9363361993004324,-0.8331441974291613,1.3955923088906057,-0.9834353195405456,-0.6502658094518908,0.9133873707818094,1.3362424702417308,-1.464232416899779,-0.8698253660311569,1.4463596959564056,1.543598328177009,0.5932165393562462,1.434478703083259,-1.0093734215857768,-0.5443586234164283,-0.726432764417593,-0.3411836924129359,-0.3638223164632476,-0.0032906322189131,-1.2490211170643135,-0.323592205365742,1.2459768527834516,0.6834260263533278,-1.6605160068079532,0.7762905854861591,0.9120738447675988,0,2,0,1
athlete and referee,-0.3959542866548404,-0.86958842571026,-1.1539070653358865,-1.0000189239469903,1.212383916540862,-0.709681555658649,1.5297496611574894,-0.8810914330788695,-1.3237953720105131,0.7757602212134811,1.0145228122366334,-1.1071788937989415,-0.8471692109300898,-0.3562345956060361,-0.1740791606517873,-0.8600695999341865,0.5518115892463867,-1.2239516596176392,-0.530213661637835,0.4466643625834092,0.2853497186403436,0.3168146161811104,-0.485391756805449,-1.0562645303626246,-0.2419013398337716,0.9789599294570682,1.025222637583053,-1.5205484657750987,1.082691994980422,0.7414724197713656,0,2,0,1
slave and master,-1.8746514204267568,-1.277403087820581,0.2591596946832946,-1.0760755123383443,1.0818497246674803,-0.7343740840127514,0.5614835534921515,-1.3797456883921422,-1.6769877035961325,0.7782178488843441,1.6191338936600057,-0.0360183244964299,-1.0578714533700138,-1.874724352085267,0.2345421223032112,-0.5994258901701416,1.702306455302891,-1.0400274555903286,-0.5585035851950215,2.46761604819888,-1.6593004315140978,3.422819773600435,-0.6909387479082355,0.054380564442346,-2.092621983092546,0.9284432142331578,0.3910000367456741,0.5433365483639001,0.4834068852342905,0.8893269881014345,0,0,2,3
performer and audience,0.2606512998214979,-0.2597900866113365,-0.9804723120940954,-0.3803814244056666,0.8614395318320988,-0.4572690435944904,1.553081374595209,-1.0705364995079294,-0.8172792375660207,0.8519466790102341,1.1032730627207985,-1.540141433622004,-0.5956858893082451,-0.3986869974000792,1.5460451622066795,-0.1452739716418814,1.2970714215097092,-0.2359485636247789,-0.5443586234164283,-0.8821044210812331,-1.0875458979299577,-0.619460601024509,0.4377010941470654,-0.8237327749764598,0.4088086580243363,0.9410723930391356,0.4213819577438717,-1.4263884836257237,0.2626176342751893,0.8722668456018111,0,2,0,1
dealer and buyer,0.0604666697982238,-0.575269353526868,-1.1851821847729305,-1.0894972632309363,1.0090929619839564,-0.8413750402138621,0.1356797832537798,-1.3819232178913268,0.2067047315271694,1.697370597787108,1.8215954025770065,-1.5654444391960791,-1.0827932239811875,0.264223584460746,2.214030852306767,4.2501267702881504,1.3017292954613549,-1.2758277171638035,-0.5358716463492723,-0.3261342187110899,2.6202993707624014,-0.1145749890160179,0.3517450796858999,-1.151113009533297,-0.0926042407581018,1.04390999188781,1.1467503215758446,-1.3907603822719063,0.7312315546781788,0.3405590710302158,0,2,0,4
co workers,0.5409097818540812,1.1290881494436245,0.4297512552489907,-0.7450056569877452,0.9620150567181468,-0.284421345115773,0.9814543953710936,0.1510575495346295,1.2580679511308726,0.6332178163034267,0.462607192038234,-0.6798392441034513,-0.1584220958576501,0.4209709141618279,0.4082673384098273,-0.1294773831713331,0.2164446647278913,-0.4858968408926624,-0.5415296310607096,-0.2149401782370612,0.6996149795007085,-0.5907012940113671,0.8188973321922332,-0.022110144566261,1.1017725518472563,1.2874727260030925,0.2238994712555864,-0.1743152074772807,0.2896530527599765,0.7869661331036943,0,2,0,1
sports rivals,-2.4405066412925445,0.982890440385208,-0.6705643103997478,-0.3445900886920882,-0.4695812443194291,-0.8633239543063976,1.5501649104154935,-0.3388865877819047,0.1355186801998352,-0.1605959213853242,-0.6079427044270028,-0.5842501119347233,-0.892481521132224,-1.407747932350794,-0.86163952298924,-1.0417303673454903,-0.9876157517725392,-0.7004750789245247,-0.5528456004835842,2.2202093081441663,-0.5397571232385656,0.6619263003388132,-0.6049827334470702,-1.1052185841281328,-2.2024821126010576,-0.1630786682834775,0.0454056853911741,0.3117538895640865,-0.228525801531791,-1.0270956860229243,0,0,2,3
romantic rivals,-2.301711964476408,1.156019306375438,0.1511183729916874,0.7336238996794572,-0.912541534775002,0.0777357374110632,-0.9754930692175872,-0.1799269343414291,-0.3189768782746822,0.1711838141811814,-1.290210255024019,0.762432073618828,0.1134517653551549,-1.2281416170683044,-1.1577064405793884,-1.1128150154629577,-1.3718903527833148,-0.5566369193647049,1.1304048511690128,2.3842205178433584,-0.8307699097933674,1.0933159055359414,-1.9391695666051576,-0.3617288925644749,-2.151777437443283,-0.938871080650673,0.398595516995224,-0.5255064922506245,0.10491102644726,-0.1428116331257795,1,0,2,3
criminal and their accomplice,0.6183145054630804,1.0944623762455783,0.7652479910281925,-0.5392054766346702,-0.7670280094079539,-0.7151687841817828,-1.6666950798100126,0.5081723874009035,0.9678478957194336,1.1665230208806987,0.8592098738893451,0.8917585465529898,-0.6999042027731536,0.7605901285141722,0.5281622058636892,0.1825052391219934,0.4213911186003052,-0.3821447258003335,-0.5273846692821164,-0.1037461377630325,-0.0981024236436306,0.7961363997334753,-1.1917259625950247,0.1522886719733626,0.997546275134053,0.0768757290300968,1.4277830908091738,-0.8716080482591373,1.0241152549300483,0.579401066024943,0,2,0,1
diplomats,0.1752391910115674,0.8559292719923718,-0.8894901464590577,-1.040284176624766,1.3857162041104336,-0.8331441974291613,0.8910440057999323,-0.8092329596057778,1.0417718720978193,1.4589807137133963,0.4570603013829739,-0.3509001716404754,-0.969512448475852,1.1100060509728338,-0.1789728287111285,-0.370375357347193,0.2560365933168804,-0.9622133692710818,-0.5217266845706791,0.290992705919769,2.6613835288642558,0.2081683452425744,1.222516878357705,-0.0833027117731462,-0.3461276165469751,1.0312808130818325,0.4175842176190971,-0.6527497113714014,-0.0843369029462552,-1.186323682686076,0,2,0,1
principal and teacher,0.5916232214599775,-1.0908086433644435,-0.3578131160293055,-0.9373840864482283,1.208104106971243,-0.7288868554896176,1.1681081028728455,-0.5152664772158572,-0.6968105353197631,0.9502517858447544,0.6456545836618238,-0.4802266445746369,-0.8970127521524374,0.933665305059117,0.0412422339592298,-0.7771375104638086,1.0897960306614725,-0.8702512672574266,-0.5585035851950215,-0.2927760065688813,0.0970473273401775,-0.4501002375026733,1.70088078492419,-0.3831462910868848,0.904587704011466,1.3001019048090698,0.6644373257294548,-0.1285076485938011,0.3887829205375329,0.593617851441296,0,2,0,1
professor and teaching assistant,0.6716970734692869,-1.1331290328287222,-0.5028159425101468,-1.0604168029636538,1.0647304863890044,-0.6987070986123811,0.8939604699796471,-0.6067227161816102,-1.0609545671095877,1.0977094460965346,1.0977261720655376,-0.2749911549182501,-0.9491219088848916,1.1753174383482845,0.5722052183977608,-0.3348330332884595,1.1759666987669195,-0.7429191260077501,-0.4906077686577739,-0.5513021506709979,0.1038946870238197,-0.3893861449193738,0.9198022187336012,-0.1689723058627858,0.918672335999737,1.074580854702327,1.196120943197916,-0.403353001894679,0.6275957838198254,0.2495716443655581,0,2,0,1
mentor and mentee,0.8184991354863544,-0.7349326410511917,0.8875052761002745,-0.2058986628019725,0.5768321954524311,-0.5834752996265696,0.4827390206398498,0.1162170775476761,-0.4449214306230424,0.5742347522027145,-0.4470828754244543,0.5993682599192333,-0.3668587227874673,1.7076052454582091,-0.7392978215057073,-0.4098668285235634,1.0106121734834943,0.5162542707946062,-0.5273846692821164,-0.7764700826309059,0.0628105289219655,-0.5715284226692724,1.2972612387587183,0.9936864710680372,0.848249176058383,1.0403016550861024,1.2910644463172838,0.2634014662981911,0.4113124359415221,0.5907744943580255,0,2,0,1
roommates,0.6797044586702176,1.2579729719030186,1.1007447268073944,0.6888847300374843,-0.8975622012813352,0.5962788328472151,-0.9463284274204384,1.1766739436505749,1.5866189572570295,-0.7111045196586377,-0.3222778356810975,0.1101768188204483,0.0998580722945148,-0.0264120893600098,-0.0859931355836439,0.5774199508856976,-1.0085761845549452,0.5681303283407706,-0.4510018756777128,0.0380262638413539,1.0591013628919346,-0.7217159148490134,-0.608719951467121,0.9171957620594308,0.2989485285158243,-0.9803669538703136,0.5505051219862125,-0.0088990226202709,1.001585739526058,1.2276864810106314,1,1,1,0
sorority sisters,0.5756084510581155,1.0386764083153932,1.0666264146942552,1.0333763362806752,-0.7541885806990968,0.5002523336923721,0.4769060922804202,1.159253707657098,1.761846160524314,-0.7676299560884869,-0.55524724320203,0.3154123084768351,1.0423541244989056,0.1205385322347544,-0.6340839582298695,0.245691593004186,-0.9363791383044358,1.0656688802608028,-0.5104107151478045,-0.4901454284102821,0.1347078056002107,-0.6514153865946666,-1.019813933672694,0.684664006673266,1.2679712093088509,-0.9226335650429875,0.3834045564961248,0.9759634933745408,-1.0846473868834074,0.6504849931067074,1,1,1,0
fraternity brothers,0.7277487698758035,1.0463710245816256,0.910250817509034,1.09153725681524,-0.8654636295091923,0.2121728362278434,0.1735938175900732,1.1461885306619906,1.8467218371069043,-0.7823757221136649,-1.2375147937990465,0.1382912694583095,1.2349314428579758,0.087882838547029,-0.5166359248056782,-0.0899859119949628,-0.7896561088275942,1.082174898570946,-0.5188976922149604,-0.4373282591851184,0.0799289281310713,-0.619460601024509,-1.019813933672694,0.6540677230698229,1.310225105273663,-0.9605211014609204,0.4935390201145917,1.0548542892294228,-0.7782459773891445,0.6533283501899778,1,1,1,0
groom and groomsman,0.765116567480148,0.4096415285508885,1.4078095358256468,1.252598267526342,-0.8333650577370494,0.8898455588348779,-0.0130598899116785,1.111348058675037,0.934992795106818,-1.197714798489513,-0.8630996745689763,1.3022295258657637,1.3504778338734185,0.2054433358228406,-0.6903611409122944,0.4036574777096679,-0.952681697135196,1.518405382481875,-0.0294820146756339,-0.8320671028679201,-0.6048070402331682,-0.7185204362919976,-0.6012455154270194,1.1252504905628409,0.7890937217076459,-1.1030504051283818,1.13535710120152,-0.0292579376795953,1.1007156073036135,0.9149172018508694,1,1,1,0
predecessor and successor,0.2072687318152914,-0.1828439239490118,-0.9605699633614307,-0.7293469476130547,0.6988067681865747,-0.6822454130429796,0.6168963729067343,-0.3192888222892435,-0.7679965866470972,0.1785566971937704,-0.2945433824047963,0.61623693030195,-0.8788878280715837,0.5940460907067728,-0.7270636513573543,-0.5322903891703118,0.1442476184773821,-0.716981097234668,-0.530213661637835,-0.6235782769791165,-0.7143647951714468,-0.6578063437086981,-0.2761075476826117,-0.8451501734988698,0.8228968384794959,0.2861592635291541,-0.6154010963196276,-0.1514114280355408,-2.832937782233025,-1.3171181085165216,0,2,3,2
landlord and tenant,-0.5854624030768731,-1.0427172917004908,-1.179495799420741,-1.178975602514882,1.1439069634269567,-0.8742984113526655,0.5877317311095852,-1.3623254523986654,-0.8966790640465089,1.4294891816630408,1.788314058645445,-0.6123645625725844,-1.1122462256125747,-1.3522332530816608,2.079454980674881,1.6318422312947891,1.2365190601383145,-1.2829017250110075,-0.5188976922149604,0.6412539334129593,1.1994722364066035,0.5085433296020563,0.4750732743475721,-1.4540162172073798,-0.4334523348742537,1.0763850231031813,-0.501468892576386,-0.4211670525715877,0.0913933172048655,-0.9986621151902187,0,2,0,4
landlord and housekeeper,0.2820043270239803,-0.965771129038166,-1.1340047166032217,-1.1812125609969804,1.1310675347180996,-0.9127090110146028,0.2085913877466516,-1.2425613299435123,-1.1074992929774596,1.087878935413083,1.8521033011809376,-0.5983073372536538,-1.1213086876530016,-0.784024182915239,1.900836096508924,0.32072538823929,1.497360001430477,-1.2498896883907211,-0.5104107151478045,-0.167682711035599,0.2613839597475952,-0.2455896098536643,-0.3321658179833716,-1.0440260169212474,0.0172558887504098,1.242368515981744,0.3074497540006302,-0.5840383730461819,-1.0080470345098418,-0.5920620522825283,0,2,0,1
celebrity and fans,0.3594090506329794,-0.9619238209050496,-0.9833155047701904,0.0491146041572727,-0.3540263859397144,-0.3749606157474821,1.4918356268211963,-0.3454191762794585,-1.392243498286796,-0.6914434982917337,-0.3638795155955499,-1.4811010872824957,-0.0564693979028482,-0.5423720496260711,0.3837989981131208,-0.1887145899358889,0.0557480133961125,0.0092837084116351,-0.3887640438519025,-0.9682798024486052,-1.0122249414098912,-0.632242515252572,-0.451756794624993,-0.3953848045282618,0.3186670132994033,0.3673468415675816,-1.3749491212745724,0.204869585502634,-1.0891532899642058,-1.6952846005915063,0,2,3,2
celebrity and haters,-2.4218227424903724,-0.5983532023255653,-1.4353831402692845,-0.2170834552124656,-0.6578928653826679,-0.893503711183634,1.4510051283051884,-0.5653496556971029,-1.611277502370901,-0.1900874534356804,-0.9268889171044696,-1.3686432847310508,-0.8267786713391293,-1.8583965052414044,-0.6463181283782227,-1.1760013693451503,-0.6685513860848041,-0.6037969716793998,-0.5471876157721469,2.0589779494568243,-1.2758482892301235,0.4414382799047252,-1.5280755843995844,-1.6743094591521674,-1.686984581830349,0.2139925274949965,-1.6369931898840284,-0.2811995115387332,-1.6208498534983673,-2.408967228492417,0,0,2,3
native and tourist,-0.3559173606501857,-0.1713019995496631,-1.6031315081588855,-0.7718491587729289,-0.4888403873827148,-0.8660675685679646,1.3401794894760228,-0.8941566100739771,-1.1677336441005886,0.1294041437765102,-0.3555591796126594,-1.6272962305993737,-1.0329496827588398,-1.0126140387293168,-0.0101412806638538,-0.6428665084641491,-0.3820921380585895,-1.0730394922106152,-0.5471876157721469,0.4522240646071107,-0.7657199927987647,-0.3063037024369638,-0.8292158146501101,-1.8487082756917907,-1.4503627644274006,-0.6646374837208737,-1.5572406472637592,-1.62234304107172,-1.1116828053681955,0.5282206385260733,0,0,2,3
friends,1.010676380308697,1.3522320211643664,1.672226454702476,1.447213655468924,-1.4346783022685274,1.5318512960415422,-0.4417801243297651,1.5555640765086949,1.994569789863676,-1.2591554902610882,-1.1515379886425117,0.6668429414501001,1.5022740730505677,0.7834491140955799,-0.8640863570189107,0.8775551318261132,-1.169272835886724,1.6646015446574296,-0.1992215560187529,-0.7041939563227873,0.3024681178494495,-0.9230310639410066,0.1237747804628095,1.6086717714972358,0.8595168816489999,-1.157175457154,1.097379699953773,1.4340390822093374,0.3842770174567341,0.6248947793572724,1,1,1,0
