,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation_Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance
Between religious followers,0.5698842077491555,0.7397761157374299,0.1836527726914082,0.23936639559949935,-0.23338184730200862,-0.2697235250485152,-0.14724695195022205,0.8008576058159927,0.1562855850361795,-0.8878554115949271,-1.6367110747728557,-0.09248197083456051,0.17159587853017844,-0.5839100171579713,-0.4289492698622772,-1.0167214900972776,-0.20541694272981445,0.4938434293394088,-0.24258255544390606,-0.5770078749629455,-0.4058774583192944,0.009446742685565921,-0.43970921298113236,-0.2541557968184268,0.823308502964695,-0.4141527787486295,-1.0346008280132697,0.5611024019030075,-0.3054813753734669,-0.03967423821666583
Prostitute and Customer,-0.07775585659382996,-0.21498032554929686,-1.2058599118187263,-0.7673784714651611,0.41742511563856693,1.287743896134284,-2.159220078698462,-1.3990605109194392,-0.12265715970133996,1.1560875879965844,2.241218968718594,-0.48186930011571427,-1.121295070531125,-1.9274976730644824,2.0835769943966977,0.7946235688439353,1.652426110219716,-1.0978948114604958,1.2867723499313182,-0.39940932773715926,1.0934231914903925,0.5169009819197113,-1.9796061834941867,-2.028786686428713,-1.307353956175291,1.1096357484946457,0.29152245384514797,-1.784996125966822,0.6363478714969053,0.7871601481653987
Guide and Tourist,0.8776979265433501,0.3093216802230167,-2.119879432406386,-1.0758235993810612,0.7998218228143666,-0.9156019841379022,1.1569222855873458,-0.848473940312641,-0.9903598634858544,1.1537788677685554,0.9541069218688848,-0.9834549892620977,-1.058343342651299,1.1811315432502956,1.7036116361949203,1.0052858002478586,1.4943118078410325,-1.2989962099830121,-0.6767875630175859,-1.4188145315876248,0.08751136080677402,-0.6148768586788707,-0.8465535653308643,-1.2789720657499066,-0.35511695198615023,1.1643826416890148,0.36697806663918076,-1.8213588727769279,0.6974744363428066,0.60775065510568
Athlete and Referee,-0.9760794135228074,-1.1446416154521428,-0.8009613292382571,-0.9952964098200257,1.0321900900867111,-0.5876014232936073,1.8188000653331333,-0.6177981995953495,-0.19973030474002146,1.0203913786757035,-0.15417780274946208,-0.5218411398026557,-0.7826903548796438,0.03594709329801705,-0.5770973608829668,-0.8276506785325375,-0.5015283259791793,-1.4566947648119881,-0.6068605349568558,1.3683529626124002,-0.30983939978997055,0.624689347691005,-0.8909830594071763,-0.5040940037113626,-0.6063211830748446,1.21480741173646,-0.4220454399848443,-1.3142226413006735,0.6682281597294634,0.4665975980660484
Slave and Master,-1.700549782076824,-1.2613720923438296,0.3692406884674978,-1.005919703556905,0.44965778827407504,-0.5644075674308702,-0.6728132577160945,-1.1096318324818601,-1.9543769006165976,0.07802518056557453,0.8475093007267978,0.016381653876731524,-1.0347671961917462,-2.512775418515775,-0.2974678390814152,0.30414820736194764,1.15988750955596,-1.1143282001781332,-0.20724549959697713,1.906613503517252,-1.1643217807557784,2.963613374296044,-1.8207054046800826,-1.5405137177167945,-2.062444451739825,0.8181085422346297,-0.2003363554789202,0.47305492001266186,0.33016103006336084,0.3795940448840769
Reader and Writer,0.48369636648678105,-0.2241058351434352,-1.4412142620136552,-0.7431407293154884,0.03649352994619946,-0.7349073774840412,0.0593666548277686,-1.1813060804904472,-1.3647517392194612,0.2990246759171773,0.09609247779239855,-1.699169602160791,-0.22634455092650135,0.420312637772909,1.028642760667533,2.0770910632419937,0.5147442938855953,-0.582776347987412,-0.7175783293863454,-1.1462831457639828,-1.1160583343340895,-0.5716553973567199,0.4166379329172212,-0.48900952511522444,-0.3714125004898374,0.5106403288386067,-1.9993634134957539,-0.9373980110384484,-3.346112463553992,-2.739431735819994
Reviewer and Writer,-0.18162899515419803,-0.12399362694891725,-1.0807965929778738,-1.0539999440993733,0.5872068404833553,-0.6992981502115257,0.8631274562772309,-0.679311730453294,-0.06018734740682962,0.6229145655399553,0.3228878687687956,-0.050331215074458945,-0.5572648095652967,0.4477189838138124,0.6767910444933949,0.8588142764739398,0.5071376436478051,-0.9268276205866288,-0.7126475774077041,-0.03867861809969956,-0.626485999694084,0.08875986663279424,0.3131307325396325,-0.47833435564718824,-0.5835068841105819,0.9607926326224545,-0.7030796001767854,-1.0508085295790976,-0.7259434987606166,-1.3416314837700858
Performer and Audience,0.28379851616396273,-0.3043566401036519,-1.2537935880295064,-0.2693713377999417,0.5363663415208341,-0.4574529041610014,1.6660514427329924,-1.4086864534832058,-0.6578006566298376,0.49579360278032425,-0.22156567875052552,-1.559235291677806,0.24449501170050925,-0.2200388125796277,1.632508268551397,0.488623547812267,1.567722019659707,-0.3797182413802193,-0.6247905421519148,-1.1624498377054038,-1.3717037770989722,-1.2236097157325787,0.3745229582561851,-0.39506803379650546,-1.1467375450863175,0.7360687125801268,-1.2709987131489862,-1.3832794898421208,0.49550438673615993,0.07124519626803398
Dealer and Buyer,-0.3020336677029539,-0.4152047419383327,-1.677822262201789,-0.4483935100325369,1.0758679470163246,-0.862290937738151,-0.017051719532867757,-1.5022954929082137,0.20891338247721478,1.5387226282378608,1.9866164382800273,-0.7966475376503774,-1.0288446859700227,-0.02089569849052357,2.1088275293221357,2.7154070510032957,1.6992486491681653,-1.3564639120645712,-0.6140325378348793,0.5757487405127701,2.087427921905502,0.7877438567313098,-0.4731045689681624,-1.3824390929016426,-1.1031193851817116,0.8286016967635507,0.2971117584965575,-1.4592728521879546,0.5114631600859076,0.30772973814026805
Sugar-daddy and Sugar-baby,0.37665927600474636,-0.6619228977167555,0.17857744226909036,0.1449371179383501,-0.5588341661550774,1.8410659689786784,-0.9977237933685286,-1.0757573907252662,0.3799408755772205,0.6085910767783067,1.2988856414135161,0.8069733978233378,0.06237782238251463,-1.626027866614545,1.5643369985426576,2.2211161579488947,0.9763619800092738,0.44575375833757264,2.325733694483434,-0.4716295416789504,1.1656822799770001,0.06762123789997627,-2.3524118568657384,-0.5553957352445748,-0.46931773927312326,-0.29918430304045435,0.11628131389212096,-0.05033844455772461,-0.4170235057871344,0.40897375070725844
Director and Performer,0.3477658282672646,-0.9567881975570183,-0.3526404752668458,-0.7642397710429014,0.9795433914487147,-0.4321110343190735,0.9171857048702922,-0.7500975214773254,0.23216149748131346,0.9419702777056774,0.31746502466999743,-0.5245636799670913,-0.4245208544995538,1.213791608861922,0.6529433170638145,0.11770337929116254,1.1531702352718982,0.08139180661995728,-0.4526624730793479,0.3403231883982473,-0.2468400147329513,-0.09481738022910076,-0.8283394831439237,0.06009450439689004,0.9348548117623795,1.2256470221684281,0.8336850050319036,-0.10258884416436918,0.5546303339007997,0.4948659005439452
Psychologist and Client,0.812687669134016,-0.3381747050701647,0.5022566399524122,-0.5263960279338821,1.1402183807984438,-0.04300358399025961,-1.528950043965726,-0.9555733913599548,0.12944433576385775,0.7222837688238926,1.060123524000386,0.415031724438723,-0.8142407861711042,0.8615209740363416,1.5951240237078947,0.2314959973625337,1.2895359538205196,-0.1160557314616557,-0.6692569599956611,-0.51627850585379,-0.6816873165388906,-0.6102241234657213,0.896997950456944,0.5716448127446624,-0.43336585517258563,0.9339894661627112,0.5765769910670504,0.26586382175482526,0.7351476062176211,0.20022320933202037
Judge and Contestant,-0.3757195363866103,-1.2019240262196962,-1.2487006349321108,-1.090315870466557,0.875275579211124,-0.8251778236161454,1.200991509983863,-1.2781075073985964,-1.059704344118995,0.7652542351088382,0.39620472098454457,-0.4266450479166505,-1.1013954361861344,0.4331343201312261,-0.16043085488727715,0.3564291514688646,0.5081679624101724,-1.3532579339977822,-0.5954697068564653,0.3052624349632581,0.19610411525557372,-0.09115335124874567,-0.5051903031517797,-1.9733433161480822,-1.2891091793816891,0.8375114852638108,-0.3661523934707457,-1.768487223112382,0.7885179302069418,0.6883018560712676
Man and God,0.40630320290424093,-1.151865977214169,0.10464679578399332,0.9101290312525288,-0.7140795876544405,0.9214640828914271,-1.4170217471993236,0.9291709865899859,-0.8694553703129863,-1.1752800860786752,-1.1976776165341685,-0.25984526576437633,0.7460575961027103,-0.9903166441631135,-0.893249502345869,-0.9274380513028169,-0.11105361377261148,0.8281811420188407,-0.2659794569896154,-0.33544596480108113,-1.2246510887828894,0.4457678185648317,-0.12831025083627667,0.6489635401774397,-0.06608538115759492,-0.8357038563452721,-0.06269972843795212,1.211267835306253,-0.5280602169971153,-1.4104176864663014
Between Co-workers,-0.32893185112989276,0.8618298065590305,0.16216720723692918,-0.4995427020989927,1.034241260163516,-0.38465518449465735,1.031466739176676,0.36700977039001,1.282345709540647,0.6315683400001181,0.07753430020984514,-0.9431542302490702,-0.2991914266536994,0.666790625696328,-0.28728265782374274,0.056430431098885805,0.44338667022632466,0.24423513699654512,-0.2877064068848046,-0.5534791174796471,0.8929076229687054,-0.7046746482926532,1.039508613973789,-0.21012072276277743,1.1706609842274986,0.9432894191732931,0.2618108870139687,0.3267167440930603,0.5383294430895816,0.7702586788944034
Between sports rivals,-2.499350060326128,1.2099411578413088,-0.47756761889119076,-0.35568559941208583,0.16951113831043707,-0.8229478510937931,1.618352988092056,-0.40557651813544143,0.3941385601896092,0.1780438557664,-0.39437364403222214,-0.3117588803953839,-1.0222491632231034,-1.723472652537757,-0.47326142208721556,-1.4428810971162154,-0.8089335879698786,-1.2181219173337992,-0.5869134019523525,2.1852101578788075,-0.5436840244268744,0.7153401387605317,-1.1698233683838493,-1.2453452819255924,-1.7070155174623958,0.3950447215365638,0.030797830988205387,0.24926757020803406,-0.07862590971862198,-0.9642773597122001
Between romantic rivals,-2.168778421751193,0.10684597947064953,-0.10310339616955103,0.8139685501675916,-1.1425629838458495,-0.4807876133994231,-1.121658239615064,-0.42922078155896365,-1.8737049285626144,-0.7814384007725882,-1.2692591586383024,0.5115755510510145,-1.161190010540073,-1.9274976730644824,-1.1811535653423262,-1.7438271419789626,-1.1576320941085823,-1.0106762777180354,0.3254998391862148,2.391624171059448,-0.7185810087554702,1.4789908323916698,-2.004052457157895,-0.719669436835293,-1.5300337960151489,-1.3793926456636385,-0.696542401754084,-1.1264743343286134,-0.006804544928038589,-0.8968768581178425
Between criminal and their accomplice,0.41255719592101153,0.7051752251929887,0.0212421991772366,-0.8195905038862445,-0.7272010432928258,-0.25519684690290606,-1.7394495877296157,0.319321997068647,-0.23888887106142875,0.09473591745416447,0.8236487866920865,0.4498990775491013,-0.6326059732512589,0.2091822682726164,1.011050174858826,1.3548333808876096,-0.30423838171649165,-0.18557730712242979,-0.2984644112018401,0.18822865237040678,0.8685438639577567,1.7417335267812806,-1.3073336577422086,0.1925157677651951,0.6932300017510522,0.2793078683800465,0.229241630586581,-0.3395499649336509,0.8261911000817572,0.7509767209936903
Between diplomats,-1.1139799595426065,1.0689281770704486,-0.9278445897962035,-1.0491640204858175,1.314225975647406,-0.4957415467846089,0.34374428352036857,-0.22795619778312703,0.9428244639791548,1.7221528061917228,-0.4009439305055484,-0.006940731203765997,-0.72827729221756,0.718737294662746,-0.09790364588295677,0.22274271904935142,0.17292799510489232,-0.7312981890407018,-0.532675130187299,1.0009221025905974,2.4765519586803677,1.3065659391984876,1.3642948212201995,-0.4907078475305939,-0.6713228169953693,1.0676631303789628,-0.6060022035996668,-0.3350951816237229,-0.405204472100918,-1.050153875997994
Principal and Teacher,0.4953373216702706,-0.9318696233711666,0.6036363651382113,-0.714369308778107,1.2071255952085136,-0.5780852838666709,1.4262342124549514,-0.5139941162725684,-0.020099767324790886,0.9670363830385621,0.9402244409759616,0.4648321661539501,-0.926795279072635,0.9665163062372297,0.641925738072503,-0.010678035968846027,0.5864721883500917,-0.19377641186866343,-0.6666272256070525,-0.2751962576045321,0.692528135592944,-0.228015610220834,1.018882070570035,0.13975795655211043,1.1346392454298746,1.1774176162591028,0.6464432992096737,0.27219660195031153,1.17990030612863,0.469178616987943
Professor and Teaching Assistant,0.7724580361598192,-0.8492032423419132,0.4362108818019875,-1.1082180876898167,0.9023803266546193,-0.72685992794315,1.0283054380893624,-0.5526662257457613,0.3567234854463732,0.7878137299084345,0.34948834613763613,0.13395072230577829,-0.6616490522231717,0.9284175929439437,-0.03658831004966953,0.13932912571196623,1.3785495507423533,0.04638049058899087,-0.6192920066120966,-0.7680410522332078,-0.8522336296155312,-0.6334877995314679,0.8689958551694236,0.13975795655211043,0.5285591958190564,1.2533463431298648,0.2647526263041845,-0.2557825689685307,-0.4546966756619494,0.6582566888661888
University student and Administrator,0.2750546312750069,-1.281448213450934,-0.7961531214697453,-0.9345332224554602,1.1634649750022346,-0.7563672429264183,0.23807895691996106,-0.9292104495636929,-0.6306187647223584,0.6541658137471887,0.367572104142891,-0.6635833871135859,-0.8052699250999642,0.28388993748041225,0.733087319081257,-0.28034043452934265,1.005554344943016,-0.5608751444377036,-0.5535486468968801,-0.42755669317088296,0.07054374292414906,-0.2682480852992432,0.5309617894695412,-0.8199397786243479,0.787654332930312,1.0713129232585872,-0.5375577361139812,-0.9430420803903937,-0.9988646849648309,-0.11290260273083674
Student and Dorm Resident assistant,0.3223072659251482,-0.311871765651766,-0.5099228503334671,-0.517079567950349,0.6691329864922162,-0.5903480641194578,1.223515780230972,-0.1910480792683603,-0.9396324971113647,0.0270574330553751,0.03804584715824685,-1.057532821922919,-0.4532222501894442,0.34418389877039957,-0.8577850833346663,-0.5044527100458025,0.9045831062310146,-1.0442627146082066,-0.6534785536640092,-0.06978886410539423,-0.5165358358146744,-0.41693331928466854,-1.0048110211538182,-0.5858485624324102,0.25210664488808443,0.33512823006842296,-0.708963078757217,-0.9845137204112085,-0.1813246993908561,0.41628001965539213
Mentor and Mentee,0.6831596562654192,-1.0126572230133917,1.0400171789494257,-0.4363584060169003,0.25533641257675393,-0.17184138421024464,-0.7506702590744481,-0.2573673547245817,-0.3971457288741883,0.24031214457976594,-0.08683812980705467,-0.29083846852915707,0.1600992410409507,1.4597236876205044,-0.7436550308613744,0.1833529666400306,0.9143711344735044,0.5427413301059814,-0.4325808650208818,-1.0162113479845174,-0.2063278571135077,-0.5125166839895847,0.38862657767755526,0.9908358423913003,0.08486285761340116,0.5279500083044733,1.0178378845994074,0.24315316174342683,0.07511964987909849,-0.09351862388885025
Athletic trainer and Trainee,0.5329465614938522,-0.3995964042614806,0.3903315060002412,-1.1037425333840016,0.7525998303868215,-0.508559203971911,0.4952310422411199,-1.088376710658624,0.018057670012557026,1.0698074149033905,1.0075362068844107,0.618903189095876,-0.5656360499748481,1.0366509087372258,1.6479017811340153,0.6737940015403977,1.498716420550153,-0.36555497693149935,-0.5513829832827318,-0.47940710318037405,-0.08482061907936451,0.3088364791066885,-0.5998531835071721,-0.15880712406983039,-0.39371167212646174,1.0400615717268014,0.9089935308614261,-0.5008738051077378,1.2800630990497652,0.8702392013425441
Researcher and Research Subject,0.5795103822278106,-0.6819022331160433,-0.7984236640270981,-0.8305510450433422,0.9803980456473833,-0.613521574494596,0.41957259602647284,-0.9883211081224988,-0.8844643511889402,0.514593181779988,0.9229255683007961,-0.8673120399540776,-1.0508690208570568,0.6639246025809392,0.6275318042290157,-0.5408124815005602,0.5996248513009376,-0.9896623038348801,-0.5979619387933819,-0.8769269132531392,-0.429484578851642,-0.21939436556117492,0.734948787913423,-0.6064363892636231,-0.4811930377778345,1.1700461133987774,-0.2763995013872366,-1.338731656742839,-0.37935033591231937,0.06550179512966765
Between peers,-0.2522422617617392,1.484645836358974,-0.2985036174287888,0.5175955172796709,-1.2548645455509262,0.04744228113061579,-0.2736857126650849,0.5672984183397352,0.6143118846401908,-0.39598129848577635,-0.6418679954903058,-1.1661517634544891,0.4058054874763967,0.4117145684267435,-0.7837845239805817,0.04307016419981791,-0.6651719231583076,0.4620380913752314,0.12109775716254172,-0.10401013471165849,-0.05810165084048005,-0.43618274689885295,-0.0819641903488296,0.2486446851260801,0.7760468983016466,-0.2645112706840206,0.24820534279672124,0.15067273371624101,-0.11853608293283129,0.11590436320790484
Between classmates,-0.6416705894247945,1.5325547617282005,-0.6294574553840994,0.27344946300532025,-0.6169506516645539,-0.2560038845776621,0.9373250523853538,0.31643855030968077,0.48121769247892654,-0.06897708300124054,0.10783336565074823,-0.7763986451773877,0.4719194042146881,0.04079083996671486,-0.9402780487233927,-0.5335405272096085,-0.8915200762658873,-0.20460179235392528,-0.5176089435858952,-0.07843059910697618,-0.4053326786147018,-0.5094633265059554,0.03975788060171782,-0.13806332885353279,0.8176479440107826,-0.32022428552299614,0.27848074299185827,-0.24882155010113172,0.3845778309936495,0.45246344682709994
Between roommates,0.16357009894081864,1.5292087415436832,0.4850005165165312,0.7634488866188771,-0.8208610887116448,0.1742480757766615,-0.7049907866405356,0.3117201828859181,1.3108078913988943,-0.40724582355440064,-0.38922725865218666,-0.13548503967069378,0.2628177776989661,-0.06149769262519505,0.7255476394489541,0.4748371344690046,0.05465598717480572,0.6763686512091229,-0.06918444419502247,-0.35496611915759535,1.4222973009066036,-0.7149106657615819,-0.7725714213485894,0.5494843046971767,0.609064923163588,-1.0176721013436993,0.9205342003845806,0.2714725272637134,0.6322440403558583,1.2948588606684257
Between sorority sisters,0.6127837197158412,1.054732939924011,1.2004106339624196,1.0083354800201239,-0.7136486695710781,0.6304765612871958,-0.10992101839787027,1.098813770909161,1.058590200049401,-1.1147036648575364,-1.2341701674107857,-0.5941586129204771,0.9315061974204242,-0.14384138599305582,-0.7000317864126352,-0.08112108525112352,-0.8731675233112187,1.3067878677037812,-0.600883865891836,-0.41878200840004604,-0.03918018605015912,-0.7242161361878805,-1.0995403316006878,0.5747397148173289,1.3027406931521202,-0.9967509671587083,0.6030526446789918,0.7628778812350491,0.9198910354114249,0.7335311400359025
Between fraternity brothers,0.6527887026777255,1.4184858918014709,0.9064813314379179,1.1901859016963936,-1.172817742478724,0.5283358555758821,-0.22366858314576976,1.1526381104098624,1.0622648948902544,-1.1836354545229701,-1.4011198940932856,0.28563510289576377,1.0067220772363115,-0.28268188924454973,-0.9882083134653804,-0.2941614002869991,-1.3206874684365995,1.025327975086974,-0.49131159969980853,-0.9400570615804846,0.31427858333220887,0.18609150826479176,-1.4112303208129686,0.17481746048923977,1.1643714742787075,-1.0155391055049576,0.415884482339017,0.9776015196686123,0.43029234999378985,0.48535747152865294
Bride and Bridesmaid,0.9269481215504213,-0.03727303345291812,0.9918991424455277,0.795262559926145,-0.6045356748838918,0.9928869171073381,-0.13044313128968055,0.9634840030216832,0.638338735522695,-0.897785445630647,-0.47958976558476235,1.4265723796742522,1.190616019620823,-0.18999944248299833,-0.7482084060118633,-0.3149586630461393,-0.5011112225029369,0.954130280356983,-0.2966714104823342,-0.7605515485651704,-1.0561060844821482,-0.6645060342857971,-1.0343059817698141,1.1442914034943212,0.8073560186400328,-1.0158318696396869,1.3262013796090781,0.2146192555752593,0.9938094066262229,0.812967445486396
Groom and Groomsman,0.5071849210286147,0.22608597150072424,0.7160282217271714,1.0538189154269104,-0.18962355233016737,0.1818140539774996,0.33314462693349384,0.8619188312999817,-0.042014311102972136,-0.3654061590137956,-1.5635388317330745,0.6141630522024386,1.044033891633169,0.22078283802537918,-1.068122812564041,-0.8045420237857358,0.45841215217751524,0.7877247521284071,-0.10616508403483176,-1.2820514501272966,-0.8138085011182637,-1.2067537539516078,-0.27600648755451435,0.9841638614737778,0.35656968740119405,-1.1671909272947076,1.2333202876077087,0.2700565589876991,1.200279067610621,0.661316316899091
Predecessor and Successor,-0.36406365690160347,-0.24022756875974616,-0.23472363178832742,-0.739643027210944,0.9250164535736468,-0.6359487267193958,0.11607249308145486,-0.3346961541695828,-0.4551014055483496,0.517726444946599,-0.9083688838632943,0.5653031796085495,-0.5558514832623854,0.8301539432734772,-0.07177348166708332,-0.29245023309795604,-0.3409434876258289,-0.3261236276474541,-0.31424281753349204,-0.15349024026357289,-0.0553738424153307,-0.6962997249089845,0.284729914606795,-0.1812977651990795,0.4527991896177044,0.6111508788827578,-0.2519552278478229,-0.1313543567137717,-2.9327540718719955,-0.2796855873504281
Landlord and Tenant,0.3055002063702875,-0.823988018463373,-0.7652388112657891,-1.0176539299721508,1.1999126894439245,-1.0183662594811531,0.38368227530305726,-1.4334017114172013,1.2199427098796067,1.6041854479688327,2.047352292186565,-0.4210099201412359,-0.9488907979767568,-0.7266936965315666,2.0384571860873084,1.7563170795189094,0.8483019438366975,-0.8160276093772701,-0.5219918342335763,0.24880309961959016,0.9073866568952116,-0.1911106330812407,0.12978368006182017,-0.7680196362116264,-0.24036198410229057,0.6655776148069844,-0.712689281858157,-0.006458572047013269,0.48977630242770803,-0.8684976995517968
Landlord and Housekeeper,0.6813538157818265,-1.176580899031627,-1.0473100597369163,-1.2161428829500383,0.834252177675023,-0.8017631121314467,-0.5368425713892252,-1.1829537643527135,0.5224188164521333,1.3060185957462245,1.7178499555167428,-0.3356874560593691,-0.9933875524057577,0.17994883249565236,1.8453296885428374,2.385896622194554,1.490641297250099,-1.244908960965074,-0.6929245694931392,0.16681274367475743,0.8127558280184005,-0.4310938177594708,-0.4822719215920531,-0.8980972693724704,-0.827160067548422,0.8834446371389627,-0.10656024410526595,-0.12515003047762596,-0.7411323640752241,-0.9797972120530063
Guest and Host,0.1761562598870701,-0.05563488879011142,-0.4697355985817508,-0.5162824376843783,0.16044280744456224,-0.5606606067980742,-0.07431121972148867,-0.24250651373606383,-0.17292748003261257,-0.07177463939999994,0.4660509529770633,-0.3762419605921083,0.15787829970780448,0.09358600261860979,0.2781933145989787,1.0012695901982807,0.8469672127127212,-0.05117284201473387,-0.4562484745183597,-0.9165459444911608,0.8923753055449365,-0.8605994371233212,-0.537276037335397,-0.4036081693709344,-0.1141143662210939,0.34660092459812536,0.6442369947420122,-1.1769182041616237,0.6168957118883406,0.7945099068096516
Television host and Guest,0.06506970892667635,0.17776756813688907,-1.640597514321712,-0.9951783732229492,0.8957872799791747,-0.7659242680222138,1.5561819254190408,-0.34727846729961676,-0.660546582444981,0.7222837688238926,-0.22962247569731112,-1.210303483884317,-1.008115900193991,0.4690350307345151,0.3262587722549101,0.7479394178402958,-0.22208885896702252,-1.5181368060040774,-0.5597942660698257,-0.5505162369076761,0.23833463087455145,-0.46040604960231185,-1.0009510832069168,-1.6672813551497252,-0.9291626315467836,1.1038729176320803,-0.6775232400930365,-1.6265685845391278,0.29876672183434844,0.5917220316655813
Volunteer and Organizer,0.8231943774021911,-0.4858938916252796,-0.13101771349229932,-0.7428667157865609,0.5064594211702149,-0.8221912532737093,1.0915879116407632,0.35705753943598634,-0.04970290338537322,0.4581944447809971,0.22892995943593705,-0.7301154623819817,-0.03931791234576241,0.2903862565419593,-1.1384931557988687,-0.4034533448936977,0.735739619048063,-0.4644547514515661,-0.5548635140911845,-0.8734702192525066,0.07199811017123126,-0.9205889312134492,0.368982250626361,0.22393929292862522,1.0248587081418772,1.0464662563472966,-0.06269972843795212,-0.7462692988930306,0.5759336144847721,0.3280829159243539
Celebrity and Fans,-0.802718727097917,-0.6951431686055773,-1.856496495753469,-0.16604996982570103,-0.5634737175192793,-0.6032055276955403,1.0858674620541957,-0.6653750711182909,-1.676539134048006,0.5826297533978188,-1.2199474296332322,-1.6839829328060483,0.0366149029180178,-1.4961014853835954,0.6275318042290157,0.8704853142248496,-0.06381993801033291,-0.8785114676177511,-0.318187419116405,-0.394471193450541,-1.7667099214064812,-0.7608564259914318,-1.2832090455740752,-1.4452583593866248,-0.8318046287413756,0.08188725352762441,-2.4640047392999125,-0.22932385597622998,-2.6318919513439596,-2.298984661021525
Celebrity and Haters,-2.3329457384414303,-0.3043566401036519,-1.9739970730964729,0.031130165590485922,-0.6810497165647119,-0.9991156803596222,1.3071773554345192,-0.5723839131416327,-2.3119401269316797,-0.9455074538605627,-1.4475112340740866,-1.5963675326825335,-1.0925116708535494,-2.3081413680770297,-0.9470046256502512,-0.9286500436846422,-0.7006535255373337,-1.1619984424704797,-0.6843493486607195,2.31505709943641,-1.2304097954582045,0.5622651502479177,-1.9811340755981683,-2.308363407310545,-1.669338644467721,-0.15078704254844458,-3.0955961649092267,-1.2108531711401944,-2.715747800955664,-2.8198752480142377
